student_id,gender,math_score,science_score,english_score,overall_score,final_grade
7328,other,66.4,51.7,60.8,57.8,d
9739,female,65.0,81.7,64.6,73.2,c
8842,other,76.7,71.7,81.8,77.7,c
9161,female,75.8,71.1,64.5,72.7,c
10830,male,100.0,95.0,100.0,87.0,b
1101,other,93.3,81.8,96.3,90.8,b
6653,female,68.4,36.9,49.7,44.9,e
8633,male,65.6,68.4,75.8,70.0,d
7422,female,57.6,83.9,66.8,81.5,c
5017,male,80.7,67.9,85.9,82.0,c
770,male,40.6,52.2,52.8,50.3,e
1344,other,76.0,51.8,47.0,46.6,e
14115,female,80.0,96.2,80.1,77.9,c
4359,male,100.0,91.7,80.3,86.5,b
11922,male,84.9,73.5,51.2,75.9,c
12099,male,54.0,59.3,50.7,50.8,e
9770,female,77.5,71.1,68.6,66.1,d
6781,other,57.1,35.3,57.0,45.7,e
12201,other,50.3,53.3,38.5,52.5,e
6603,other,78.2,52.7,64.8,69.0,d
13287,male,25.5,55.8,50.4,44.7,e
11544,female,88.2,74.0,85.8,81.0,c
12988,female,94.6,84.3,87.8,93.4,b
2350,male,59.3,63.5,67.3,59.6,d
11795,female,69.9,28.4,52.1,53.8,e
5700,other,71.6,54.7,80.8,65.5,d
1242,female,40.9,44.2,47.9,38.2,f
1126,female,79.8,81.3,76.5,79.4,c
10794,male,90.1,86.8,88.5,96.8,a
14624,male,75.1,67.0,66.9,59.0,d
9383,male,68.4,76.5,79.9,65.5,d
6765,other,93.7,83.2,83.7,78.0,c
5102,male,50.7,41.6,41.0,46.5,e
12324,female,60.5,79.2,59.4,69.5,d
13032,female,54.8,54.0,49.2,56.2,d
14053,female,72.2,68.0,38.7,59.5,d
12641,male,62.4,83.7,64.1,77.2,c
7844,male,38.6,51.2,37.5,44.9,e
14211,other,91.5,94.7,73.4,84.1,c
73,female,33.9,62.8,30.7,37.1,f
14984,male,96.9,99.5,97.5,91.6,b
5473,female,45.4,37.6,49.7,34.3,f
10107,female,64.6,57.8,63.6,61.6,d
5190,other,48.0,49.1,67.3,57.4,d
2473,other,91.5,94.1,87.4,97.0,a
11239,other,73.3,81.5,75.2,62.7,d
708,female,100.0,71.7,70.0,76.3,c
1805,other,84.1,70.9,49.9,61.9,d
6705,male,9.3,27.8,25.0,23.7,f
3714,other,46.2,25.7,33.8,37.8,f
5052,male,17.6,30.4,22.4,30.6,f
10757,female,25.7,31.9,33.7,25.7,f
2476,female,90.7,70.0,90.8,81.8,c
3611,other,79.9,85.2,93.2,78.4,c
4256,female,74.7,69.5,61.7,62.9,d
14485,other,78.3,79.0,61.2,78.5,c
11016,female,65.5,56.4,58.0,63.2,d
7398,male,82.2,80.2,79.5,85.4,b
1736,other,78.3,69.0,53.8,73.3,c
9778,other,91.4,97.2,96.9,81.6,c
8259,female,81.7,59.0,60.6,59.2,d
11254,female,37.0,42.8,41.3,51.3,e
7980,other,35.2,66.2,54.7,50.2,e
2429,female,45.8,38.2,40.1,43.0,e
12346,male,77.3,77.4,80.0,78.0,c
7427,female,60.2,67.2,50.6,58.7,d
8534,female,25.3,23.8,36.0,30.6,f
5250,male,55.9,67.8,63.2,71.7,c
10967,other,58.2,54.8,54.7,58.0,d
5292,other,89.6,66.0,84.5,72.6,c
2818,female,10.2,15.4,9.6,20.8,f
10854,female,76.5,85.1,74.7,81.7,c
9425,male,67.1,47.2,60.9,60.2,d
3875,female,72.1,84.1,73.5,71.8,c
10594,other,82.6,88.2,75.1,86.0,b
9687,female,89.5,95.2,93.9,92.5,b
14110,female,85.1,79.3,92.4,81.2,c
4212,other,39.1,48.6,38.1,35.0,f
662,other,52.7,61.6,56.1,53.4,e
12076,other,60.3,74.5,51.2,52.0,e
13754,male,55.9,57.0,49.3,54.7,e
11812,female,90.9,92.1,100.0,95.2,a
14789,other,77.0,73.9,85.3,75.6,c
10061,other,56.8,41.0,35.3,48.2,e
10527,other,92.1,73.5,79.1,79.2,c
3375,other,65.1,71.5,71.1,70.9,c
9209,male,100.0,100.0,87.4,100.0,a
12599,male,94.0,89.9,89.5,87.9,b
208,female,68.6,60.5,66.4,57.8,d
2666,male,76.6,67.9,63.9,65.5,d
2494,other,39.3,48.5,43.9,45.2,e
6814,other,48.8,51.2,43.0,46.1,e
633,male,68.1,75.2,75.5,63.1,d
10295,other,78.8,73.2,51.7,65.9,d
11152,other,56.6,73.2,57.6,66.4,d
3084,male,65.1,51.3,60.9,52.0,e
12945,male,38.5,72.1,33.8,49.5,e
13712,other,38.6,26.7,16.3,26.1,f
10124,female,54.4,48.6,52.0,55.6,d
3720,male,52.0,52.1,51.4,58.2,d
7124,female,63.4,79.4,80.8,85.8,b
10755,male,36.8,63.6,44.7,51.8,e
1680,other,51.7,49.2,53.9,53.9,e
237,male,100.0,95.5,63.0,87.6,b
7447,other,72.0,84.5,75.0,77.8,c
4444,other,86.4,89.0,94.5,85.3,b
6771,other,57.4,70.5,55.2,66.0,d
12918,other,47.4,47.1,41.7,42.3,e
9733,female,96.2,94.8,100.0,94.0,b
6100,female,87.1,99.7,77.0,87.6,b
12136,male,55.5,48.4,43.0,52.9,e
13560,female,81.1,92.9,81.8,79.4,c
8556,female,47.3,72.5,67.4,57.9,d
2369,female,71.2,46.4,71.4,72.9,c
286,male,31.0,34.5,42.5,36.4,f
149,male,87.0,58.0,76.3,68.7,d
13396,male,65.1,54.0,41.6,59.4,d
4038,male,57.3,29.1,53.0,50.6,e
6550,male,76.3,85.3,70.7,71.2,c
7122,female,73.5,62.0,62.4,67.0,d
12744,female,78.5,69.8,92.1,79.4,c
9959,female,50.6,53.8,54.5,52.3,e
4896,male,75.6,75.7,61.8,80.1,c
5281,other,56.9,55.4,79.0,64.4,d
1013,female,48.2,39.3,46.6,43.2,e
11024,female,73.8,55.8,74.0,67.4,d
10700,female,92.6,93.8,100.0,84.6,c
9716,male,94.5,80.8,71.7,84.4,c
2786,other,68.0,86.6,72.5,69.6,d
10749,female,58.3,79.5,54.5,60.7,d
3726,female,41.2,25.5,42.0,43.3,e
4577,female,68.6,71.4,58.7,66.3,d
5783,other,83.4,96.5,93.2,91.3,b
6258,other,100.0,100.0,85.3,100.0,a
9794,male,34.9,45.2,39.1,47.6,e
2409,female,35.8,48.3,44.3,50.3,e
341,female,97.1,100.0,100.0,100.0,a
2818,female,10.2,15.4,9.6,20.8,f
14299,other,82.3,98.2,78.0,84.4,c
2497,male,75.2,67.3,89.8,81.1,c
5963,male,34.6,35.7,36.4,48.2,e
13123,other,35.1,70.1,26.3,46.6,e
5300,other,85.4,74.0,70.0,77.0,c
9918,other,71.4,65.0,61.0,65.4,d
7575,other,47.9,63.9,73.4,63.3,d
1690,other,79.2,79.0,86.1,84.5,c
3268,female,27.2,34.4,43.1,39.3,f
4407,male,93.2,92.4,84.3,85.7,b
8454,female,86.1,91.3,84.3,83.4,c
1443,other,42.1,31.0,16.8,40.2,e
8598,male,71.9,75.0,89.4,72.7,c
10383,other,61.2,62.7,53.1,43.6,e
4438,other,68.5,70.9,60.3,73.5,c
5436,male,72.0,61.8,69.3,71.1,c
8436,other,59.0,82.9,66.6,68.6,d
12778,other,54.8,42.3,39.0,42.5,e
4108,male,53.2,42.0,31.0,46.4,e
561,male,44.1,74.7,70.2,62.0,d
12330,other,100.0,100.0,83.0,89.8,b
10918,other,100.0,100.0,100.0,100.0,a
8786,female,50.7,39.6,38.1,42.5,e
5549,female,87.4,66.4,64.9,68.9,d
1827,female,41.7,54.4,53.0,49.8,e
11422,other,90.6,82.3,80.7,78.8,c
11480,male,56.5,64.7,54.4,53.4,e
12266,other,99.9,100.0,100.0,96.9,a
13982,other,88.6,84.2,73.5,82.3,c
7630,male,53.7,24.0,20.8,27.4,f
8326,male,35.0,70.2,43.1,54.6,e
3139,male,76.9,72.3,65.4,65.4,d
12112,male,73.9,78.9,86.7,77.2,c
13236,male,51.5,57.1,70.0,56.0,d
7694,other,100.0,100.0,100.0,100.0,a
8265,male,100.0,71.3,80.4,95.6,a
12687,male,86.7,85.3,54.6,76.2,c
13717,male,55.2,36.6,42.1,50.1,e
7843,other,72.6,84.2,92.2,79.7,c
6722,female,99.2,99.8,92.6,90.3,b
7003,female,70.0,94.8,85.7,81.5,c
4226,female,50.6,35.7,54.6,49.7,e
2979,male,33.1,52.1,27.4,35.4,f
7374,other,91.1,95.5,85.0,85.8,b
5908,male,82.6,64.4,59.6,77.8,c
6098,female,58.4,65.8,44.2,64.3,d
12554,female,60.5,69.8,59.4,71.4,c
5657,female,59.3,55.0,61.7,52.6,e
10178,female,51.1,51.8,47.5,52.4,e
8985,female,34.7,32.8,25.8,44.7,e
14589,female,97.4,100.0,100.0,99.9,a
13601,female,73.0,68.3,76.6,85.4,b
4260,female,50.3,56.8,63.3,58.7,d
8287,male,32.1,56.2,48.0,44.3,e
5902,female,95.3,63.8,79.5,84.7,c
9326,male,48.5,46.0,35.5,45.0,e
14672,female,58.9,58.1,53.0,42.8,e
4918,female,70.4,51.2,73.4,64.3,d
8430,other,49.5,56.8,57.9,59.4,d
14717,other,66.5,58.5,46.8,72.5,c
11139,male,88.5,97.6,72.1,89.7,b
2531,other,63.0,85.0,57.6,75.3,c
1961,male,90.6,100.0,87.8,100.0,a
7046,other,59.9,44.5,74.6,53.8,e
1049,female,88.5,98.0,74.4,81.6,c
5773,male,47.2,34.2,37.8,35.7,f
2530,female,57.5,46.1,40.9,47.3,e
2965,male,55.1,49.9,57.9,51.1,e
7138,female,73.0,94.4,84.7,88.6,b
964,other,69.6,84.4,72.6,68.9,d
537,male,55.1,40.4,47.3,40.5,e
13892,female,78.7,97.4,68.6,90.0,b
7341,female,63.7,68.6,81.5,74.4,c
14268,other,84.0,60.7,77.0,76.6,c
7180,female,57.0,46.0,42.0,52.5,e
7968,other,54.0,30.1,14.0,25.3,f
12416,female,55.1,69.3,66.5,54.2,e
11872,female,74.3,75.4,81.7,74.4,c
12380,male,72.7,80.8,84.4,66.9,d
11917,other,42.9,47.2,40.4,45.8,e
8735,other,39.4,39.0,44.6,34.9,f
846,other,51.1,39.1,56.3,51.3,e
11796,female,47.5,40.9,44.1,47.1,e
5778,male,100.0,96.7,100.0,94.7,b
3037,female,81.0,100.0,89.0,86.9,b
5948,other,44.7,48.1,33.7,50.8,e
2495,other,69.4,44.7,57.1,62.4,d
12678,female,22.0,29.0,59.5,39.6,f
2720,male,94.2,88.2,97.5,100.0,a
1885,male,77.8,87.0,100.0,92.8,b
12331,female,33.0,52.9,52.5,49.0,e
4350,female,47.8,35.8,38.4,45.8,e
11394,other,100.0,73.2,93.1,100.0,a
5180,female,37.6,26.0,30.2,23.1,f
10903,female,51.6,61.9,60.2,65.7,d
6611,female,48.2,89.2,68.1,72.5,c
6431,other,87.1,83.6,60.6,66.3,d
7155,other,77.6,93.7,97.9,83.6,c
13829,other,34.6,38.8,41.1,41.0,e
10146,female,49.8,52.2,59.3,62.9,d
6489,other,72.8,61.4,63.1,68.5,d
4738,male,82.4,69.2,82.5,68.6,d
6526,male,39.7,43.2,50.3,45.3,e
3851,other,90.2,91.7,96.1,87.1,b
690,male,79.3,79.0,81.6,86.7,b
13565,other,50.4,74.3,48.2,52.5,e
10143,other,72.3,63.6,54.1,73.9,c
5176,other,61.9,69.4,48.2,65.5,d
13775,female,90.3,83.4,91.9,95.1,a
8649,male,28.9,34.8,34.6,43.9,e
5079,male,17.6,34.3,40.2,32.0,f
10323,female,72.4,76.1,100.0,81.2,c
12169,other,57.2,51.8,46.3,48.8,e
13411,male,49.3,53.7,43.7,56.9,d
12437,male,64.1,68.6,69.5,62.7,d
5449,other,58.7,83.1,72.3,57.7,d
1180,male,38.5,53.8,42.5,49.1,e
12478,other,93.5,100.0,80.3,89.9,b
11758,other,100.0,90.1,79.0,84.3,c
9075,male,84.7,99.8,77.1,83.1,c
6407,female,74.2,80.0,83.7,83.4,c
8592,other,52.7,47.9,53.7,45.5,e
6908,other,44.6,65.1,52.1,41.3,e
8801,female,90.1,62.6,69.8,69.2,d
14084,other,80.9,100.0,92.4,100.0,a
1639,other,50.6,73.6,74.9,65.9,d
5672,other,56.4,45.8,44.3,46.1,e
6929,other,93.9,62.6,57.2,69.3,d
10341,other,92.8,93.9,100.0,85.7,b
1383,other,39.5,40.5,24.9,33.5,f
1404,other,32.8,26.3,40.3,31.4,f
9012,male,78.0,81.8,72.9,83.7,c
3293,female,54.5,60.8,48.6,50.0,e
9012,male,78.0,81.8,72.9,83.7,c
420,female,66.5,47.9,62.9,58.8,d
12412,other,72.1,76.9,67.7,69.5,d
4518,male,74.9,56.8,97.2,82.5,c
3303,female,92.4,90.7,83.9,84.7,c
7858,male,13.0,34.2,7.3,34.1,f
9701,other,84.4,89.6,72.1,84.2,c
7871,other,100.0,88.6,85.5,100.0,a
5694,female,51.7,76.0,52.6,65.9,d
768,other,77.2,79.1,87.4,84.1,c
2045,other,84.4,74.6,78.6,79.7,c
14819,other,76.5,53.5,83.5,70.5,c
14855,other,87.6,63.9,80.8,75.0,c
14491,other,74.5,77.4,84.5,76.9,c
10332,female,62.1,61.4,41.3,61.6,d
11222,female,63.0,54.9,67.5,69.3,d
1550,male,53.3,52.2,42.5,54.6,e
14791,female,37.3,33.3,32.8,31.0,f
9957,other,32.7,45.6,27.8,30.7,f
6141,female,58.4,73.0,61.0,59.4,d
10838,male,76.9,74.1,82.6,86.3,b
3717,female,85.8,97.0,87.4,90.2,b
12798,female,46.2,27.9,40.8,45.2,e
13495,male,54.5,51.9,75.0,65.8,d
4482,female,66.7,55.1,51.9,69.0,d
13886,male,68.2,65.2,69.0,56.0,d
7899,female,36.5,53.4,50.9,44.8,e
6549,other,88.9,70.7,54.5,72.7,c
2294,other,51.0,33.9,69.7,41.1,e
4838,male,44.2,44.3,41.0,39.9,f
7759,male,52.6,29.8,41.3,42.2,e
10901,other,85.3,96.1,100.0,92.3,b
6794,male,62.6,74.1,61.7,77.5,c
7639,other,78.3,70.7,76.3,74.8,c
7994,male,63.6,65.3,63.4,66.0,d
6008,female,78.7,64.4,89.2,71.8,c
5543,male,65.0,85.9,73.9,72.7,c
9093,female,48.7,9.5,32.7,30.5,f
14401,other,71.0,66.8,70.6,68.7,d
11277,male,79.0,52.6,79.0,65.3,d
6357,female,68.2,51.5,49.3,52.8,e
10202,other,62.4,58.9,74.2,58.4,d
8434,male,54.5,55.3,44.0,65.1,d
14829,female,50.5,49.0,53.9,56.2,d
7381,male,65.5,69.9,90.4,74.4,c
2386,male,41.9,39.8,50.0,41.3,e
14309,other,29.0,47.9,31.1,46.0,e
4269,male,29.1,42.4,54.4,51.4,e
672,female,54.2,36.3,34.1,39.2,f
164,other,67.0,93.9,65.3,71.9,c
8657,other,94.2,82.1,81.3,86.8,b
11235,male,83.1,60.9,58.4,59.4,d
4593,other,64.0,60.1,59.5,65.3,d
4796,other,70.4,39.6,80.3,67.7,d
10635,other,68.1,56.3,68.0,74.3,c
4799,male,70.2,49.5,56.7,45.7,e
6037,male,37.3,28.7,27.0,27.7,f
2356,other,94.9,90.7,83.3,81.1,c
5888,female,30.6,36.1,33.9,26.9,f
12471,male,31.0,21.4,38.1,32.8,f
12917,female,49.7,53.8,55.8,42.5,e
7962,female,62.5,56.4,67.8,52.9,e
10750,female,91.8,51.2,71.8,80.8,c
5828,female,97.7,77.1,88.7,81.9,c
8738,male,80.5,78.9,71.5,73.8,c
13876,other,63.1,84.0,83.2,80.1,c
4720,female,55.3,55.4,57.0,53.2,e
12028,female,25.4,18.4,19.6,24.9,f
594,male,44.2,43.0,51.7,40.1,e
4840,other,100.0,100.0,100.0,91.0,b
7395,male,66.3,53.3,42.5,48.6,e
14057,male,53.0,62.4,53.6,65.5,d
11997,female,70.8,70.1,55.5,72.0,c
9652,male,34.9,46.5,30.2,37.3,f
14237,female,71.5,55.1,68.7,67.9,d
3494,female,81.4,92.1,75.2,84.4,c
10794,male,90.1,86.8,88.5,96.8,a
6165,female,100.0,100.0,89.8,100.0,a
14890,other,27.9,23.2,42.0,32.3,f
10637,other,60.6,50.1,75.2,68.5,d
2673,female,37.0,11.7,27.9,32.4,f
4201,male,42.6,43.3,69.0,44.7,e
14528,male,94.4,96.9,88.8,82.9,c
17,other,63.1,46.3,57.1,53.5,e
3192,female,56.8,38.4,33.0,34.1,f
393,male,40.5,53.8,45.1,47.9,e
8617,other,98.2,99.0,71.8,91.3,b
6273,other,100.0,93.1,75.8,98.0,a
572,other,69.0,87.3,80.3,71.8,c
3632,other,31.6,25.9,24.0,31.1,f
6173,male,73.0,95.0,77.1,89.9,b
9313,male,82.1,100.0,80.7,91.3,b
7178,other,76.8,78.6,67.8,69.5,d
8434,male,54.5,55.3,44.0,65.1,d
3898,male,92.7,100.0,100.0,92.2,b
12288,male,80.1,100.0,91.7,87.0,b
8124,female,78.8,95.2,65.8,78.9,c
2280,male,78.1,83.1,81.2,80.4,c
8981,other,78.1,73.0,56.6,68.3,d
7452,male,73.5,86.8,97.7,89.4,b
8907,female,70.3,63.5,61.9,60.7,d
13047,other,77.2,63.5,61.5,61.3,d
11042,other,56.0,42.2,54.2,45.0,e
776,male,83.8,83.3,77.7,82.6,c
12219,female,51.5,63.3,49.7,57.3,d
6870,female,100.0,76.4,82.4,86.9,b
2248,other,23.2,35.2,37.9,26.4,f
7089,other,20.5,29.7,48.5,30.3,f
79,male,94.7,75.8,100.0,91.5,b
8081,other,77.6,69.9,68.4,57.1,d
7100,male,63.9,67.3,57.3,69.4,d
3927,male,65.1,74.3,56.0,64.8,d
9048,male,71.0,61.8,61.8,59.0,d
7341,female,63.7,68.6,81.5,74.4,c
14803,other,47.0,45.9,40.8,45.2,e
14917,female,85.1,78.6,73.2,72.7,c
13728,female,75.2,100.0,95.3,100.0,a
7084,male,70.2,90.3,49.2,69.6,d
14785,female,86.6,98.2,88.0,85.9,b
6231,male,94.2,85.5,73.1,79.8,c
10341,other,92.8,93.9,100.0,85.7,b
9224,female,69.9,77.7,81.9,78.7,c
4941,other,61.8,83.5,69.1,69.5,d
3272,other,84.1,65.6,77.9,75.3,c
11769,male,64.2,48.6,61.9,53.9,e
12375,other,57.0,56.2,76.7,68.7,d
14379,male,92.9,82.8,100.0,92.6,b
3457,other,52.5,44.9,31.9,47.3,e
7789,other,100.0,98.3,98.1,98.9,a
11699,other,84.1,100.0,64.2,86.5,b
8600,male,69.5,73.3,86.4,84.1,c
7651,male,60.7,65.9,64.4,59.9,d
2712,male,88.4,96.9,84.7,91.6,b
11281,male,89.3,87.4,82.6,87.2,b
1669,male,85.7,69.6,90.0,81.7,c
148,female,58.1,77.1,74.9,71.7,c
6421,male,70.7,44.4,50.5,57.4,d
12520,female,45.2,38.7,13.8,39.6,f
12090,male,85.3,86.1,82.3,86.6,b
10143,other,72.3,63.6,54.1,73.9,c
366,female,35.7,55.2,44.2,50.2,e
9867,male,76.4,71.9,90.3,94.0,b
4532,female,56.4,58.4,69.4,61.7,d
12687,male,86.7,85.3,54.6,76.2,c
5331,other,48.6,23.5,33.8,35.5,f
5511,male,70.8,61.6,85.9,73.0,c
10739,female,77.1,75.4,72.9,69.2,d
14876,male,42.2,46.1,57.1,56.1,d
8755,male,78.2,69.9,94.0,76.0,c
11755,other,66.8,68.0,60.1,65.0,d
10682,female,82.2,69.3,75.6,60.5,d
13573,female,77.4,72.6,61.0,76.0,c
8965,female,46.3,61.5,54.8,59.5,d
6494,female,64.5,87.1,65.0,68.7,d
10230,male,74.0,54.0,66.6,78.5,c
11616,male,53.5,62.2,70.7,66.6,d
10760,male,73.1,84.2,71.7,74.9,c
5440,other,80.1,51.7,57.4,70.0,d
14474,other,88.1,65.9,71.1,78.2,c
9766,other,61.5,44.5,66.8,50.8,e
11887,male,31.1,36.5,44.3,38.6,f
13280,other,80.8,83.9,78.9,80.9,c
6512,female,34.1,42.1,38.3,37.9,f
11484,male,52.9,63.4,45.1,46.4,e
7505,male,84.7,84.9,79.4,84.6,c
1247,other,82.1,63.2,80.0,82.3,c
11912,female,53.2,44.8,58.7,44.8,e
3840,other,55.2,34.0,20.2,40.8,e
8552,male,52.0,70.3,52.2,57.4,d
13209,female,41.0,49.1,50.6,43.9,e
2377,male,81.9,60.1,67.9,77.3,c
3010,male,66.0,67.5,57.5,68.0,d
14799,male,62.2,48.3,68.2,56.5,d
11186,female,62.6,56.6,66.2,55.4,d
9155,male,63.7,45.8,49.0,47.4,e
11825,male,64.0,60.3,93.6,71.1,c
1828,male,49.9,37.7,39.3,40.9,e
6980,other,56.0,40.3,79.4,62.9,d
9806,female,64.4,76.0,74.0,69.6,d
9833,female,68.5,56.4,46.4,58.2,d
10409,female,79.7,76.8,88.9,78.4,c
12505,female,55.0,66.5,52.6,52.4,e
8570,female,68.0,62.8,64.3,70.7,c
12407,female,93.7,86.8,100.0,90.2,b
4286,other,100.0,100.0,94.3,100.0,a
6911,other,77.5,98.7,84.4,85.4,b
8562,male,97.3,73.9,70.4,74.9,c
14090,male,46.5,47.7,40.5,41.0,e
2197,female,60.1,34.7,74.5,60.6,d
3748,other,44.7,31.1,55.2,48.0,e
8844,other,30.8,34.4,50.4,40.8,e
5979,male,65.6,43.4,56.1,50.9,e
5608,female,46.2,52.7,49.3,52.9,e
770,male,40.6,52.2,52.8,50.3,e
10614,other,68.9,64.8,76.0,68.1,d
781,male,55.7,69.1,48.2,59.7,d
9909,other,63.7,82.8,82.7,77.4,c
6304,female,59.7,70.9,78.3,76.5,c
14687,male,32.4,47.3,34.0,39.1,f
3984,other,86.5,78.9,84.0,84.6,c
9504,male,49.8,49.6,50.6,47.9,e
11552,other,94.5,74.9,82.0,88.0,b
13538,female,29.3,33.5,38.0,29.0,f
8715,female,95.7,89.1,92.2,97.9,a
522,female,95.1,87.6,93.9,82.5,c
13071,female,81.1,90.2,85.9,84.1,c
10513,male,45.6,61.4,33.6,49.0,e
9128,other,35.2,24.7,50.1,40.5,e
7570,other,49.2,41.5,50.0,51.0,e
10423,female,53.5,51.5,53.1,48.8,e
12233,other,88.3,67.4,94.6,76.2,c
5785,female,93.5,90.7,82.6,93.3,b
4584,male,70.2,87.8,100.0,92.0,b
5947,other,26.7,28.9,23.7,25.6,f
4942,other,33.3,39.0,59.3,43.5,e
6268,female,73.2,61.2,63.9,67.1,d
7129,female,75.1,82.4,58.4,70.7,c
11890,female,59.6,75.6,43.3,63.2,d
11030,male,47.1,34.8,42.5,39.0,f
12276,male,22.3,42.6,40.1,36.5,f
2462,male,74.8,67.1,58.0,71.5,c
14292,other,52.6,55.1,53.7,49.2,e
14037,female,70.8,67.7,60.1,58.0,d
11436,female,70.1,67.8,61.4,72.0,c
11552,other,94.5,74.9,82.0,88.0,b
686,male,34.7,44.2,43.3,46.1,e
2161,female,80.5,85.1,71.7,79.3,c
7032,female,96.4,86.0,80.4,92.4,b
12181,other,51.8,52.4,38.0,45.4,e
12259,female,51.2,28.4,41.3,33.4,f
14458,other,81.7,59.9,65.3,71.1,c
9760,male,47.3,42.1,28.9,41.3,e
5342,female,58.3,41.0,51.7,51.1,e
39,female,53.5,67.4,61.7,66.5,d
10737,female,48.5,47.2,52.7,57.5,d
4876,male,48.8,39.3,36.2,41.5,e
1257,male,63.7,72.2,64.7,66.7,d
11183,female,77.6,91.2,83.3,80.2,c
7698,female,90.5,92.5,86.9,77.1,c
2197,female,60.1,34.7,74.5,60.6,d
11661,other,72.5,59.6,72.5,71.7,c
7166,male,80.1,53.4,57.1,60.0,d
10901,other,85.3,96.1,100.0,92.3,b
14216,female,58.5,90.1,89.5,81.8,c
302,other,60.0,54.9,73.2,67.6,d
7528,male,37.3,32.5,37.2,34.2,f
6382,other,59.5,50.5,44.6,45.1,e
647,female,100.0,81.9,100.0,97.5,a
12951,other,88.6,89.4,79.5,79.5,c
14572,female,75.1,82.3,73.3,71.7,c
9952,other,100.0,74.7,100.0,96.9,a
14539,other,46.7,73.4,54.9,60.2,d
12544,female,73.2,67.4,64.2,69.9,d
8790,male,66.2,57.6,41.8,55.1,d
8854,female,39.3,48.4,42.2,45.0,e
4331,other,85.8,88.7,75.9,84.8,c
9561,other,59.3,57.6,64.0,51.3,e
10774,male,46.9,55.2,50.2,54.1,e
7004,male,54.2,43.2,14.0,36.8,f
12061,male,100.0,94.4,86.3,94.7,b
3538,other,63.7,78.0,69.5,69.5,d
13058,other,48.0,58.1,58.3,52.6,e
14877,other,51.3,48.0,47.7,42.7,e
12501,other,73.8,57.4,52.4,57.7,d
4559,male,55.3,50.3,64.4,54.3,e
6580,male,56.1,39.4,51.5,46.3,e
8475,male,54.7,74.0,46.4,60.6,d
11871,male,77.2,89.8,81.3,68.5,d
9679,male,91.5,72.2,64.7,75.6,c
4083,other,50.2,40.8,39.7,31.9,f
13719,female,46.9,59.0,55.6,62.9,d
4184,male,75.1,84.3,73.1,93.1,b
13356,other,45.2,25.3,42.9,41.2,e
8653,other,29.6,43.6,60.2,45.9,e
10518,female,83.8,78.2,64.8,70.4,c
3755,male,71.7,84.3,79.1,75.1,c
10661,female,46.0,65.5,67.8,69.9,d
1725,female,51.3,65.5,76.2,54.3,e
1377,female,100.0,93.6,92.5,83.0,c
10936,male,100.0,97.8,89.9,94.0,b
8707,other,41.0,24.7,46.2,40.9,e
8895,other,72.4,58.4,71.5,63.7,d
1654,other,52.1,41.1,53.5,51.2,e
2067,other,64.3,74.3,57.6,74.4,c
23,other,41.3,35.2,19.9,33.5,f
2461,male,80.0,84.2,72.7,84.7,c
13342,other,57.2,63.3,53.5,46.4,e
5927,female,48.9,33.0,42.3,41.2,e
6252,other,78.6,73.7,46.3,62.0,d
9497,female,43.2,52.9,48.3,52.6,e
7296,male,100.0,94.6,93.9,95.7,a
3301,male,94.1,100.0,100.0,92.8,b
13423,female,40.9,37.3,31.3,34.7,f
6280,male,41.5,36.1,34.3,41.1,e
8554,male,77.5,73.6,84.3,76.2,c
7354,female,74.2,66.5,77.6,78.9,c
3728,female,56.9,54.6,49.3,53.9,e
6273,other,100.0,93.1,75.8,98.0,a
5996,other,76.7,68.3,51.7,65.8,d
9477,other,92.5,71.6,65.8,76.7,c
515,female,60.8,63.8,76.3,68.3,d
449,other,43.2,41.8,56.8,41.3,e
6020,other,63.1,44.3,66.5,48.5,e
13795,other,63.1,66.2,68.7,72.7,c
5344,male,93.6,96.6,81.6,80.1,c
10048,male,47.1,57.8,73.5,55.7,d
13162,female,34.1,39.3,34.3,36.1,f
8034,other,67.2,60.8,35.9,57.8,d
11755,other,66.8,68.0,60.1,65.0,d
2521,other,76.5,66.4,56.3,74.6,c
3082,male,46.0,50.9,59.1,49.3,e
1429,male,74.5,82.7,77.4,78.6,c
3968,female,45.0,73.8,67.5,55.6,d
6446,male,60.4,58.8,62.2,50.3,e
14567,other,37.7,37.3,44.3,38.2,f
14043,male,100.0,96.3,86.4,94.0,b
9115,other,54.4,73.0,58.7,68.8,d
11330,male,46.7,55.1,36.9,45.6,e
2160,male,57.0,35.5,24.4,43.5,e
5133,male,43.6,31.7,41.4,46.3,e
13705,female,60.5,71.1,52.7,57.1,d
2548,other,82.7,100.0,93.5,94.9,b
2980,female,27.8,33.4,26.8,40.5,e
14934,other,78.2,84.5,75.6,86.0,b
10474,male,51.0,57.8,63.4,47.8,e
2650,other,51.1,47.0,56.6,54.7,e
8506,female,69.7,100.0,90.5,88.6,b
10806,other,46.6,49.7,45.1,49.3,e
3084,male,65.1,51.3,60.9,52.0,e
10449,male,15.6,47.0,43.1,36.9,f
14286,female,66.9,63.7,71.3,68.5,d
1038,male,45.2,21.7,35.9,38.7,f
13945,female,81.8,66.0,99.1,82.2,c
3490,female,87.7,89.0,73.0,75.1,c
7605,female,90.8,50.8,58.7,69.3,d
7545,male,64.1,53.2,46.5,62.9,d
2635,female,29.0,48.2,16.8,37.1,f
3984,other,86.5,78.9,84.0,84.6,c
